product name,asin,brand name,mrp,sale price,discount percentage,product description,date first available,number of reviews,seller name
Romsons Feebag GS-4042 DEHP Free Enteral Feeding Bag Capacity -1200ml Pack of 5 by Romsons,B012AQ1D3O,Romsons,1200,684,43%,Specially designed DEHP free feeding bag for feeding purpose. USFDA recommends that devices should be DEHP free as it is associated with certain potential risks especially to children. The 1200ml capacity bag can be connected to the nasogastric tube for easy feeding to the patient. A hanger is also provided with the bag for hanging on the stand for convenient feeding.,22-07-15 0:00,11,STAY FIT STAY YOUNG
VIVY Printed Surgical Scrub & Doctor's Chemo lab Cap,B082Z5QDHY,ViVy,499,450,10%,Scrub and Surgical Chemo cap Fabric 100% Cotton One size with a tie back style Sweatband sewed in the front end appropriate for Dental and multipurpose clinical use.,11-12-19 0:00,1,ViVy Fashions
Brandvilla Anti-Pollution Dust Nose Mask 3 Ply Disposable Mouth Masks Nose Mask Dust Mask Pollution Mask 50,B085N63YKL,BRAND VILLA,3899,1789,54%,â˜› â˜› â˜› Our environment is full of dust haze vehicle exhaust air pollution and the dust mask can keep you from 98% dust Dirt Pollen Allergens Fumes or particulates that effect you breathe in the air. ðŸŽ­ ðŸŽŠ â˜› Breathing easily â˜› Skin cared and comfortable in wearing â˜› Adjustable fitness between mask and nose with nose clip and earloop â˜› Health and environmental protection materials â˜› Moisture-proof â˜› Dust mask with valve â˜› Anti-dust n95 PM2.5 bacteria fog and other harmful grain ðŸŒˆ ðŸŒ„ Chemosurgical spray-paints or paintings dyeing garages mining factories of electronic aid and foods disinfecting insalubrious workshops,06-03-20 0:00,0,Silver Stone Works
Set of 10 pcs Anti Pollution Driving Protection Reusable Dust Cotton Mouth Nose Face Mask Blue. 10 50,B085MYXV3T,YONGCLUB,,,,Product Description : 1. Cotton face mask which is used to improve the air you breathe when you are outside on bad air days. 2. Typical Uses: Filtering the air when you are working in an area with a high concentration of air pollution chemicals dust smoke pollen ash mold clay etc. 3. It can be used for Bike/Scooter riding which protects you from dust & pollution and also from wide range of pollutants in traffic. 4. It does not impair breathing voice & vision while wearing this mask. It is must have product for driving two wheelers for your health. 5. Adjustable nose band. Forms a perfect seal across the nose. The nose clip is sewn into the mask itself making it invisible. 6. Colors: Multicolor. 7. One layer of 100% Cotton Cloth for Skin Contact. 8. Washable & Resuable Mask 9. Soft Ear Straps 10. Easy to Adjust 11. Free Size 12. Set of 10 Pieces,08-03-20 0:00,0,
WI Light Weight Safety Disposable Coverall Use & Throw 1 PC,B07CBTZT5H,WI,,,,These lightweight Non-woven cotton coveralls feature a full front zipper. Protects against non-hazardous aerosols liquids and dry dust. Disposable coveralls provide the protection of standard coveralls without the hassle of having to decontaminate used suits. Quick to deploy and easy to use these disposable overalls are excellent choices for workers and visitors to your facility. Generously sized for easy movement.,29-12-18 0:00,1,
DIY Crafts Â® 1 Pc Safety Goggles Glasses Eye Protection Protective Lab Anti Clear New for Safety Lab Workshop Works DIY Crafts Works - 1 Pc 1,B071J8F6LV,DIY Crafts,1399,320,77%,DIY Crafts Features: Super comfortable protective glasses lightweight and durable. Ergonomic design and breathable glasses flanks. Can also protect the forehead because it has cover edge on the glasses. Great for protecting your eyes from flying particles dust paint and smoke while working. Specifications: Color: Transparent Material: PE DIY Crafts Package: 1 * Goggles - DIY Crafts 1 Pc Safety Goggles Glasses Eye Protection Protective Lab Anti Clear New For Safety Lab Workshop Works DIY Crafts Works - 1 Pc (1),04-01-17 0:00,2,Dhan Distributors DIY Crafts Â® India
IS IndoSurgicals Unisex Scrub Suit OT Dress Set V-Neck Top and Cargo Type Trouser 42-XL Green,B01GI91ZYQ,IS IndoSurgicals,1299,649,50%,Unisex V-neck tunic styling. Side vents for easy movement and comfortable fit. Set-in short sleeves Two roomy bottom patch pockets Narrow Breast pocket for pen cell phone etc. Drawstring with elastic closure pant. Two slash pockets a cell phone pocket and a extra space pocket on right leg .,01-06-16 0:00,113,INDOSURGICALS PRIVATE LIMITED
Tool Zone Disposable Mask - Pack of 100Pcs,B07XY663VN,Tool Zone,,,,Lightweight foldable and designed to protect you from pollutants and dust the lightweight TOOL ZONE respirator uses a variety of innovative features to help you meet your respiratory protection and comfort needs. By incorporating TOOL ZONE proprietary technology - the electrostatically charged microfiber filter media. These highly charged microfibres greatly enhance the capture of airborne particles.It's adjustable nose clip help provide a custom fit with secure seal and reduces potential for eyewear fogging. The 2 strap design provides a secure fit. The masks are foldable and easy to carry as well. Washing instructions - Disposable Respirators (not to be washed) Place the respirator over nose and mouth and ensure that the nose clip is fixed on top. Pull the top strap over your head until it rests on the crown of your head above your ears. Pull the bottom strap over your head until is rests just below your ears. Using both hands starting at the top mold the metal nose clip around your nose to achieve a secure seal. Note: Pinching the nose piece using one hand may result in improper fit and less effective respirator performance. Use two hands.,15-09-19 0:00,0,
Swadesh Disposable Stretchable White Caps Cover Hair For Cooking & Hygiene Pack of 240,B075VRX99T,Swadesh,1099,363,67%,Swadesh disposable bouffant cap so called because of its puffy shape are made from high quality 100% non-woven fabric breathable and strong secured around the head with an high quality elastic and frequently used in cleanrooms food service spas hotels eateries catering hospitals parlours and other settings to contain loose hair and maintain hygiene Universal size fits all very comfortable to wear and has the perfect fitting as desired. HAPPY BUYING!,25-09-17 0:00,2,Steeelo
SG HEALTH N95 Pollution dust mask with activated carbon White,B07NDTMWP2,SG HEALTH,,,,SG Health N95 pollution dust mask comes with 5 layer filter and activated carbon which filters germs and PM2.5 particles up to 99%. This mask has an exhale valve which make the breathing easy and comfortable. Its design makes it easy & comfortable to be worn during the usage of helmet too. Elite finish and good quality material has been used to make this product which makes it efficient and effective.,05-02-19 0:00,0,
Pitta mask PITTA MASK 3 sheets GRAY ON,B00PRO3PB0,Pitta mask,,,,Health and Personal Care From Japan - Pitta mask (PITTA MASK) GRAY 3 pieces *AF27,09-06-16 0:00,814,
VEENAAZ Disposable Bouffant Caps/Surgical Caps/cooking Caps/Surgical Head Cap Set Of 150 Blue,B0839KQ2R5,VEENAAZ,699,230,67%,High-quality Stretchable Cap For Head And Hair Perfect Cover. Ideal Use For Doctors Nurse Medical Staff And Personal Hygenic Use Like Kitchen Cooking Shower Etc.the High-performance Caps Provide Maximum Protection To The Environment From Hair Bacteria And Microorganisms While Remaining Cool And Breathable To The User.,29-12-19 0:00,0,SUNJEEVNI
Lize Nose Mask-3ply Disposable Mouth Masks Nose Mask Dust Mask Pollution Mask Color May Vary,B085MDKB1M,Lize,,,,A device used by large amounts of people in order to protect themselves from pollution. These days pollution is one of the major reason of respiratory disoder.,07-03-20 0:00,0,
ViVy Printed unisex Surgical Scrub & Doctor's Chemo lab cap unisex teal dog,B07DMWQG3M,ViVy,499,452,9%,Scrub and Surgical Chemo cap Fabric 100% Cotton One size with a tie back style Sweatband sewed in the front end appropriate for Dental and multipurpose clinical use.,01-01-19 0:00,0,ViVy Fashions
Lize Nose Mask-3ply Disposable Mouth Masks Nose Mask Dust Mask Pollution Mask Color May Vary - Pack Of 2,B085MDLC4L,Lize,,,,A device used by large amounts of people in order to protect themselves from pollution. These days pollution is one of the major reason of respiratory disoder.,07-03-20 0:00,0,
Vivy printed women surgical and scrub chemo all pourpose cap free size W_free B Face multi,B07F3FK5V7,ViVy,599,495,17%,Scrub and Surgical Chemo women cap Fabric 100% Cotton One size with a tie back style Sweatband sewed in the front end appropriate for Dental clinical chemo surgical and multipurpose use,25-01-18 0:00,1,ViVy Fashions
Aurum Creations 200 Pcs100 Pair Disposable Transparent Clear Plastic Gloves,B01MXLYITS,KODENIPR CLUB,199,165,17%,,15-11-16 0:00,30,Aurum Creations
TrendzOn 3Ply Disposable Face Masks Elastic Ear loop Type Mask and RespiratorPollutionAnti virus pack of 30,B085M9MGX7,TrendzOn,,,,Face masks help limit the spread of germs. When someone talks coughs or sneezes they may release tiny drops into the air that can infect others. ?If someone is ill face masks can reduce the number of germs that the weare releases and can protect other people from becoming sick. A face mask also protects the wearer's nose and mouth from splashes or sprays of body fluids. ?It is ideal for every house in day to day activities as well as doctors surgeons dentist dental assistance nurses landscapers contractors plumbers exterminators nail technicians and many more. ?Easy breathable effective multiplayer bacterial filter soft lightweight comfortable and easy to wear used in medical dental laboratory food sectors school household industry and multi-purpose bacteria filtration efficiency 99% particle filtration efficiency (0.1 micron) 99% virus filtration efficiency (0.1 micron) 99% fluid repellent 120 mmhg breathable < 49 0 pa fluid resistant hygienic & skin friendly,07-03-20 0:00,0,
NULIFE LATEX EXAMINATION POWDERED GLOVES BOX OF 100,B07FRD393F,nulife,600,280,53%,NULIFE LATEX EXAMINATION POWDERED GLOVES BOX OF 100,03-03-18 0:00,1,SAMBHAV SURGICAL
Anti Pollution face mask for men women and child N95 Type Reusable mask always keep you clean and protective menwomen kids etc easy to use air purifier 2,B085MBXCTR,ANY DESIGNER,30000,899,97%,,06-03-20 0:00,0,Any DesignerÂ®
TrendzOn Anti-Virus 3Ply Disposable Face Masks Elastic Ear loop Type Mask and RespiratorPollutionAnti virus pack of 26,B085MB2PCX,TrendzOn,,,,Face masks help limit the spread of germs. When someone talks coughs or sneezes they may release tiny drops into the air that can infect others. ?If someone is ill face masks can reduce the number of germs that the weare releases and can protect other people from becoming sick. A face mask also protects the wearer's nose and mouth from splashes or sprays of body fluids. ?It is ideal for every house in day to day activities as well as doctors surgeons dentist dental assistance nurses landscapers contractors plumbers exterminators nail technicians and many more. ?Easy breathable effective multiplayer bacterial filter soft lightweight comfortable and easy to wear used in medical dental laboratory food sectors school household industry and multi-purpose bacteria filtration efficiency 99% particle filtration efficiency (0.1 micron) 99% virus filtration efficiency (0.1 micron) 99% fluid repellent 120 mmhg breathable < 49 0 pa fluid resistant hygienic & skin friendly,07-03-20 0:00,0,
Anti Pollution face mask for men women and child N95 Type Reusable mask always keep you clean and protective menwomen kids etc easy to use air purifier 100,B085LXZYWK,Blue Wish,35000,18999,46%,,06-03-20 0:00,0,BLUE WISHÂ®
Unicron 10 pcs Disposable Face Masks Elastic Ear loop Type Mask and RespiratorPollutionAnti virus 3ply,B085N29PS4,Unicron,699,379,46%,High-performance electrostatic filter Soft lightweight Comfortable odorless Non-irritating to skin Permits air passage Maintenance for filtering dust pollen and bacteria No stimulus to human skin,08-03-20 0:00,0,UNICRON
Shop By Room Disposable Stretchable Blue Caps Cover Hair for Cooking and Hygiene 100 Pieces,B07GFGMGYP,Generic,499,249,50%,,13-08-18 0:00,0,SHOP BY ROOM
Venus V-44+ FFP1 S Respirator Mask Pack of 50 Yellow,B07VQ4DW69,Venus,,,,Venus universal series v 44+ ffp1s respirator 14337 material latex free braided textile elastic color yellow pack of 50 unique adjustable beads gives snug fit yet relieves strap pressure stapled adjustable elastic ffp1 level protection elastic sewed outside filter area no leakage no puncture on filter nose clip aluminium clip for snug fit textile elastic head bands with adjuster and an exhalation valve contribute to the wearer comfort in tough working conditions. assure comfort and valve to the wearer.,27-07-19 0:00,0,
TrendzOn Anti-Virus 3Ply Disposable Face Masks Elastic Ear loop Type Mask and RespiratorPollutionAnti virus pack of 31,B085MB18LW,TrendzOn,,,,Face masks help limit the spread of germs. When someone talks coughs or sneezes they may release tiny drops into the air that can infect others. ?If someone is ill face masks can reduce the number of germs that the weare releases and can protect other people from becoming sick. A face mask also protects the wearer's nose and mouth from splashes or sprays of body fluids. ?It is ideal for every house in day to day activities as well as doctors surgeons dentist dental assistance nurses landscapers contractors plumbers exterminators nail technicians and many more. ?Easy breathable effective multiplayer bacterial filter soft lightweight comfortable and easy to wear used in medical dental laboratory food sectors school household industry and multi-purpose bacteria filtration efficiency 99% particle filtration efficiency (0.1 micron) 99% virus filtration efficiency (0.1 micron) 99% fluid repellent 120 mmhg breathable < 49 0 pa fluid resistant hygienic & skin friendly,07-03-20 0:00,0,
ONTEX Adult Bain Anesthesia Breathing Circuit,B07B4BPXSQ,ONTEX,2350,599,75%,Bain Breathing Circuit contains the following: 1. 60 inches corrugated tube with Elbow 2. Co-axial green fresh gas tube inside the corrugated tube 3. Bubble Oxygen tube of 2 meters - fresh gas tube 4. 22mm Plug-in mount to connect to Boyles Apparatus 5. Heidbrink Valve 6. Rebreathing bag - 2 L,27-02-18 0:00,4,Online Surgicals
TrendzOn Anti-Virus 3Ply Disposable Face Masks Elastic Ear loop Type Mask and RespiratorPollutionAnti virus pack of 25,B085M9YKZQ,TrendzOn,,,,Face masks help limit the spread of germs. When someone talks coughs or sneezes they may release tiny drops into the air that can infect others. ?If someone is ill face masks can reduce the number of germs that the weare releases and can protect other people from becoming sick. A face mask also protects the wearer's nose and mouth from splashes or sprays of body fluids. ?It is ideal for every house in day to day activities as well as doctors surgeons dentist dental assistance nurses landscapers contractors plumbers exterminators nail technicians and many more. ?Easy breathable effective multiplayer bacterial filter soft lightweight comfortable and easy to wear used in medical dental laboratory food sectors school household industry and multi-purpose bacteria filtration efficiency 99% particle filtration efficiency (0.1 micron) 99% virus filtration efficiency (0.1 micron) 99% fluid repellent 120 mmhg breathable < 49 0 pa fluid resistant hygienic & skin friendly,07-03-20 0:00,0,
TrendzOn Anti-Virus 3Ply Disposable Face Masks Elastic Ear loop Type Mask and RespiratorPollutionAnti virus pack of 28,B085M9M1CZ,TrendzOn,,,,Face masks help limit the spread of germs. When someone talks coughs or sneezes they may release tiny drops into the air that can infect others. ?If someone is ill face masks can reduce the number of germs that the weare releases and can protect other people from becoming sick. A face mask also protects the wearer's nose and mouth from splashes or sprays of body fluids. ?It is ideal for every house in day to day activities as well as doctors surgeons dentist dental assistance nurses landscapers contractors plumbers exterminators nail technicians and many more. ?Easy breathable effective multiplayer bacterial filter soft lightweight comfortable and easy to wear used in medical dental laboratory food sectors school household industry and multi-purpose bacteria filtration efficiency 99% particle filtration efficiency (0.1 micron) 99% virus filtration efficiency (0.1 micron) 99% fluid repellent 120 mmhg breathable < 49 0 pa fluid resistant hygienic & skin friendly,07-03-20 0:00,0,
TrendzOn 3Ply Disposable Face Masks Elastic Ear loop Type Mask and RespiratorPollutionAnti virus pack of 30,B085M9HKHY,TrendzOn,,,,Face masks help limit the spread of germs. When someone talks coughs or sneezes they may release tiny drops into the air that can infect others. ?If someone is ill face masks can reduce the number of germs that the weare releases and can protect other people from becoming sick. A face mask also protects the wearer's nose and mouth from splashes or sprays of body fluids. ?It is ideal for every house in day to day activities as well as doctors surgeons dentist dental assistance nurses landscapers contractors plumbers exterminators nail technicians and many more. ?Easy breathable effective multiplayer bacterial filter soft lightweight comfortable and easy to wear used in medical dental laboratory food sectors school household industry and multi-purpose bacteria filtration efficiency 99% particle filtration efficiency (0.1 micron) 99% virus filtration efficiency (0.1 micron) 99% fluid repellent 120 mmhg breathable < 49 0 pa fluid resistant hygienic & skin friendly,06-03-20 0:00,0,
TrendzOn Anti-Virus 3Ply Disposable Face Masks Elastic Ear loop Type Mask and RespiratorPollutionAnti virus pack of 27,B085M9H7LH,TrendzOn,,,,Face masks help limit the spread of germs. When someone talks coughs or sneezes they may release tiny drops into the air that can infect others. ?If someone is ill face masks can reduce the number of germs that the weare releases and can protect other people from becoming sick. A face mask also protects the wearer's nose and mouth from splashes or sprays of body fluids. ?It is ideal for every house in day to day activities as well as doctors surgeons dentist dental assistance nurses landscapers contractors plumbers exterminators nail technicians and many more. ?Easy breathable effective multiplayer bacterial filter soft lightweight comfortable and easy to wear used in medical dental laboratory food sectors school household industry and multi-purpose bacteria filtration efficiency 99% particle filtration efficiency (0.1 micron) 99% virus filtration efficiency (0.1 micron) 99% fluid repellent 120 mmhg breathable < 49 0 pa fluid resistant hygienic & skin friendly,07-03-20 0:00,0,
Antil's Disposable 3ply Surgical Elastic Face Mask Pack of 7,B085LNXQRF,Antil's,699,349,50%,This Face mask is very innovative which has high filtration efficiency can easily filter dust gases pollution and other organic vapors thus protects from various respiratory problems or breathing allergies. It comes with soft nose clip and elastic straps so suitable for many face sizes. The exhalation valves are provided to flow out the exhaled air for easy breathing. It is washable and reusable. Filter can be easily replaced when needed. Recommended for people having respiratory problems and breathing allergies. It is compact suitably designed so easy to carry and store. Effectively protects from the vehicular pollution and dust on the roads.,07-03-20 0:00,0,Antil's Hub
P YUÂ® 25 PCS comfort Disposable Pollution/Surgical Elastic Mask Disposable 3 Ply Surgical Face Mask for Air Pollution Protection & Personal Health Face Mask,B085MX3MP6,PYU ENJOY SHOPPING,1099,699,36%,Face masks help limit the spread of germs. When someone talks coughs or sneezes they may release tiny drops into the air that can infect others. If someone is ill face masks can reduce the number of germs that the wearer releases and can protect other people from becoming sick. A face mask also protects the wearer's nose and mouth from splashes or sprays of body fluids. It is ideal for every house in day to day activities as well as doctors surgeons dentist dental assistance nurses landscapers contractors plumbers exterminators nail technicians and many more.,08-03-20 0:00,0,Piyu Enterprise
SURAKSHA Elastic 3 Ply Mask 100pcs,B01M27KP3T,SURAKSHA,,,,Useful in theater and other sterile areas in hospitals,24-10-16 0:00,0,
IS IndoSurgicals Reusable Surgeons Gown Set Cotton with Face Mask & Cap 10 Sets,B019FOU0WE,IS IndoSurgicals,9500,9499,â‚¹Â 1.00,,15-12-15 0:00,1,INDOSURGICALS PRIVATE LIMITED
Stoe Sterile Surgical gloves/Powder Free/Size 7.5/50 pairs,B073TY2Q1X,Stoe,,,,Disposable Surgical Rubber Gloves sterile made from Natural rubber. The hand gloves is 100 % waterproof protects against detergents acids & other chemical. Good tear & chemical resistant. Very useful product for Surgeries food processing diagnostics labs hospitals industries. High tensile strenght - . Anatomically shaped for comfort textured surface for excellent instrument grip. Beeded cuff 280mm for EXTRA Protection. (SAFE-PINHOLE FREE NON-IRRITANT GLOVES),16-11-17 0:00,2,
KANDID Reusable & Washable Half Bike Face Mask/Anti-Pollution Bike Mask_Pack of 10,B084MJVL62,KANDID,,,,"KANDID pollution mask - the pollution mask colour are black and soft ear straps easy to adjust. Smart nose clip ensures a close and comfortable fit to your face. Washable/usable inner and outer layers are made of pure cotton to ensure maximum breathability. The masks are foldable and easy to carry as well. In india almost 12 lakh deaths take place every year due to air pollution. The number of deaths in india caused by air pollution is only a ""fraction less"" than the number of deaths caused by tobacco usage. Protect yourself and your loved ones with this pollution mask a clean classic look with all the technology you've come to expect. Dominating protection from life threatening airborne diseases and performance through its replaceable advance 4-layer active carbon filter. Durable premium design and material deliver maximum performance on those polluted and duty roads. This pollution mask is your general purpose heavy-duty air filtration mask.",09-02-20 0:00,0,
Disposable 3 Ply Medical Mask | Soft & Comfortable | Internationally Recognized Quality | White & Blue | 100 Pcs,B085M7M7LK,Generic,6499,3199,51%,Disposable Face Mask is made with 3 ply extra soft microfiber material which makes this half face mask comfortable and provides excellent breathability The 3 ply face mask has high filtration capacity which keeps your face mouth covered and protected from germs chemicals dust particles fluids etc. These face masks features comfortable elastic earloops which enables to use them for long period The built-in nose piece moulds itself to the face design to ensure a perfect fit for men and women This 3 Ply disposable face mask is made available in highly secure packaging The face mask comes with a smart pulls dispenser box which makes it convenient to pull up a mask and re-pack the box back to preserve other mask in good condition These face masks has >99% bacteria filtration efficiency The face mask is available in Green colour They come in a standard packing of 100 face masks per package,06-03-20 0:00,0,Mama's Almirah
Nose Mask-3ply Disposable Mouth Masks 100pcs Nose Mask Dust Mask Pollution Mask,B085MHR24B,kevlon,,,,,07-03-20 0:00,0,
TrendzOn 3Ply Disposable Face Masks Elastic Ear loop Type Mask and RespiratorPollutionAnti virus pack of 30,B085M9CZ21,TrendzOn,,,,Face masks help limit the spread of germs. When someone talks coughs or sneezes they may release tiny drops into the air that can infect others. ?If someone is ill face masks can reduce the number of germs that the weare releases and can protect other people from becoming sick. A face mask also protects the wearer's nose and mouth from splashes or sprays of body fluids. ?It is ideal for every house in day to day activities as well as doctors surgeons dentist dental assistance nurses landscapers contractors plumbers exterminators nail technicians and many more. ?Easy breathable effective multiplayer bacterial filter soft lightweight comfortable and easy to wear used in medical dental laboratory food sectors school household industry and multi-purpose bacteria filtration efficiency 99% particle filtration efficiency (0.1 micron) 99% virus filtration efficiency (0.1 micron) 99% fluid repellent 120 mmhg breathable < 49 0 pa fluid resistant hygienic & skin friendly,07-03-20 0:00,0,
Nose Mask-3ply Disposable Mouth Masks 10pcs Nose Mask Dust Mask Pollution Mask,B085MHMVP7,kevlon,,,,,07-03-20 0:00,0,
ROYAL CARE Anti Pollution Face Mask with Activated Carbon Black Pack of 3,B085L51Y3L,ROYAL CARE,449,399,11%,Anti pollution mask for men and women or unisex masks can be used as protection from air pollution. These pollution masks come with ultra soft fabric that is gentle on skin. Our pollution masks meet n95 masks standard provide complete protection from dust pollution provide safety from air pollutants and harmful bacteria available in the air.,10-09-19 0:00,0,ROYAL CARE ENTERPRISES
kevlon face andNose Mask-3ply Disposable Mouth Masks 25 pcs Nose Mask Dust Mask Pollution Mask,B085MHL9LF,kevlon,,,,,07-03-20 0:00,0,
ReTrack Disposable Surgical Elastic 3 Ply Face Green Mask with EarloopUsed for Personal Health Virus Protection and Air Pollution Mask Mask and Respirator 1pc,B07D8TYKFQ,ReTrack,,,,,23-05-18 0:00,0,
MASKIN Anti-Pollution Mask with Filtration technique Best for Men and women daily Usecolor as per availability Pack of 1,B085N35B4Q,Kashi Surgicals,799,595,26%,Most Effective Anti Pollution masks on the market meant for daily use when there is pollution haze dust or outdoor allergens. This mask construction to enable them to filter out nearly 95% of particulate pollution. Face-fit made basis 3D scanning technique for the Asian face. safe from dust virus pollution etc. 98% 3-layer filtration of pollution particles PM2.5. Advance air-particulate mask with activated carbon. Advanced one way exhale valves easier breathing and speaking. esigned for petroleum based contaminants such as diesel and gasoline pollutants unlike N series masks. Best care option for health.,26-02-20 0:00,0,11 Pharma
PT# 48390 PT# # 48390- Mask Face So Soft Pleated White LF 50/Bx by Kimberly Clark Healthcare by ppmarket,B015X65JQA,The Kimberly Clark Healthcare Incorporated,,,,PT# 48390 PT# # 48390- Mask Face So Soft Pleated White LF 50/Bx by Kimberly Clark Healthcare by ppmarket,08-06-17 0:00,2,
M-Care Non Woven Disposable Shoe Cover Blue 100 Pcs.,B07HH8PJLW,M-Care,410,349,15%,These products are fabricated using the finest grade raw material and sophisticated technology. The offered products are designed with high precision under the supervision of our experts in order to meet the international quality standards. These products are highly appreciated by our clients for their features like fine finish Hygienic Skin friendly These Are Widely Used In Clinics And Other Health And Hospitality Sectors Or In Home & Kitchen Or Resturant,18-09-18 0:00,0,Shree Mahavir Disposable
Mezmo Nose Mask-3ply Disposable Mouth Masks Nose Mask Dust Mask Pollution Mask Color May Vary - Pack Of 500,B085HR3LLQ,MEZMO,,,,A device used by large amounts of people in order to protect themselves from pollution. These days pollution is one of the major reason of respiratory disoder.,05-03-20 0:00,0,
Agarwalsâ„¢ Airway Silicon Size 6 Pack Of 1,B0852Q8HHX,Agarwals,2600,499,81%,This are made of silicon and available in different sizesâ€¦.,23-02-20 0:00,0,AGARWAL SURGICAL
vivan surgical Face Mask Disposable 2 ply pack of 50,B078MWLBCT,Vivan surgical,,,,Easy Breathable Effective Multiplayer Bacterial Filter Soft Lightweight Comfortable and Easy to Wear Used in Medical Dental Laboratory Food Sectors School Household Industry And Multi-Purpose Bacteria Filtration Efficiency > 99% Particle Filtration Efficiency (0.1 micron) > 99% Virus Filtration Efficiency (0.1 micron) > 99% Fluid Repellent > 120 mmHg Breathable < 49 0 Pa Fluid Resistant Hygienic & Skin Friendly,25-12-17 0:00,0,
Agarwalsâ„¢ Airway Silicon Size 2 Pack Of 1,B0852Q6VGF,Agarwals,2600,499,81%,This are made of silicon and available in different sizesâ€¦.,23-02-20 0:00,0,AGARWAL SURGICAL
RKDENT Portable Folding Dental Medical Chair with stool,B00KMAQ1EM,RKDENT,,,,Features & details Easy folding 8 stage reclining chair with front leg rest frame provides highly comfortable body postures in every positions strong Elegant super finished compact and light weight design offers very high easy portability materials used - FRAME- Powder coated Mild steel tubular frame SEAT - Strong Washable Dimensions - OVERALL- 140 x 56 x 110 Cm Height Height. Weight - 7.3 Kg.Various body back rest positions can be achieved by lifting both side arms and gently pushing backward without applying load on back rest folding stool with back. Small Height Chair Features: Mesmerizing design Excellent shine Eye-catching appearance Specifications: Height: 12 Inches Weight Capacity: 100 Kg Weight Itself: 1.3 Features & details Made of durable material Lightweight and compact design Easily folds and carries with convenient carrying straps. Size:LBH(inch)-14x13x22 Package contains: 1 Foldable Chair with fording stool ASSEMBLY INSTRUCTIONS: SIMPLY UNFOLD THE CHAIR AND ENJOY ITS SERVICE. WHILE TRAVELLING FOLD IT Warranty: We guarantees new equipment other than accessories to be free from defects in workmanship and materials for a period of 12 month from the date of shipment under normal use and service. SPECIAL INSTRUCTIONS : Return of this product is not accepted by the seller unless it is found defective by the buyer while taking delivery and/or if the product is not as per its description on amazon website. Such discrepancy is to be reported along with proof of the same within 24 Hrs. after delivery of the product,13-10-14 0:00,0,
Lize Nose Mask-3ply Disposable Mouth Masks Nose Mask Dust Mask Pollution Mask Color May Vary - Pack Of 25,B085MD2KHV,Lize,,,,A device used by large amounts of people in order to protect themselves from pollution. These days pollution is one of the major reason of respiratory disoder.,07-03-20 0:00,0,
Lize Nose Mask-3ply Disposable Mouth Masks Nose Mask Dust Mask Pollution Mask Color May Vary - Pack Of 4,B085MD4H9B,Lize,,,,A device used by large amounts of people in order to protect themselves from pollution. These days pollution is one of the major reason of respiratory disoder.,07-03-20 0:00,0,
AAbha Patient Identification Band for Adult 200 Piece,B07C1C9Z1G,AAbha,1550,1050,32%,Patient Identification Bands is an important way to reduce patient safety risks Patient misidentification continues to result in medication errors transfusion errors testing errors wrong person procedures and the discharge of infants to the wrong families Today with as many as one million people harmed by errors during treatment at hospitals each year; identification of patient using wristbands helps minimize medical errors and administrative issues can be handled efficiently Color coding of wristbands facilitates rapid visual recognition of specific issues and can be modified as per the requirement of the organization We offer Patient Identification solutions for mother and baby paediatrics disaster response outpatient and emergency room purposes,08-04-18 0:00,1,Aabha Enterprises
Agarwalsâ„¢ Airway Silicon Size 1 Pack Of 1,B0852PW8Z8,Agarwals,2600,499,81%,This are made of silicon and available in different sizesâ€¦.,23-02-20 0:00,0,AGARWAL SURGICAL
DOCTOR LE PARCO Unisex Scrub Suit for Surgeons OT Dress for Surgeons_Green_Large_Free Size,B07NC3QYSR,DOCTOR LE PARCO,,,,This uniforms & work wear is 100% cotton. Medical tunic scrub suits and healthcare tunic for both men & women Doctor Le Parco provides complete solution for hospitals clinics nursing home medical professionals and at other work places.,31-01-19 0:00,0,
Swastik Nose Mask-3ply Disposable Mouth Masks 50pcs Nose Mask Dust Mask Pollution Mask,B085MWMC45,Swastik,2649,2249,15%,Face Mask For Protection N95 Mask For Adults For Men For Kids Mask For Pollution Mask N95 Reusable Mask With Filter Mask For Women N95 Respirator Face Mask Mouth Mask Anti Pollution Mask Surgical Mask Disposable. 3-Ply Ear Loop Mask. Bacteria Filtration Efficiency of > 98%. Comfortable and breathable for the user. Fluid repellent.,08-03-20 0:00,0,Tayal Sons
Romsons Non Sterile Latex Medical Examination Disposable Powdered Hand Gloves 100 Pcs Size Small White,B082Y4XWQM,Romsons,700,225,68%,Romsons Latex Medical Examination Powdered Hand Gloves offers its users the best barrier protection in areas of potential risk associated with blood borne pathogens and other substances. Latex gloves provide excellent flexibility and uncompromised protection with high degrees of sensitivity. It provides excellent comfort and feel and are the most popular type of disposable gloves. The physical properties of the material offer protection from bio hazardous risk whilst superior elasticity and tensile strength provide unsurpassed user comfort.,19-12-19 0:00,17,Romsons Medsource
Relycure Disposable Face Mask 2 Ply With Tie Pack Of 100 Pcs,B084GQ9K1T,RELYCURE,20000,1600,92%,,04-02-20 0:00,0,VPINDUSTRIES
